Importance	Ngram	Frequency in sex Columns	Frequency in Non sex Columns
80	tre	0.007692307692307693	0.0876424189307625
81	lls	0.0	0.09932807478819748
82	xed	0.011538461538461539	0.0027266530334014998
83	e_t	0.007692307692307693	0.021521082870776122
84	ctr	0.0	0.017528483786152498
85	eta	0.015384615384615385	0.016846820527802123
86	lt_	0.007692307692307693	0.006914013048982374
87	10_	0.007692307692307693	0.04995617879053462
88	tra	0.007692307692307693	0.03856266432953549
89	or_	0.015384615384615385	0.067776803973123
90	ont	0.0038461538461538464	0.08160483007108774
91	atm	0.0	0.06914013048982375
92	hic	0.007692307692307693	0.010127568409776999
93	men	0.0038461538461538464	0.08384458077709611
94	adu	0.007692307692307693	0.006134969325153374
95	cab	0.007692307692307693	0.002044989775051125
96	-1_	0.0038461538461538464	0.02619534521375012
97	rea	0.015384615384615385	0.10585256597526536
98	ola	0.015384615384615385	0.01616515726945175
99	c_c	0.0	0.021423702405297496
100	ep2	0.0	0.028824617781672997
101	fro	0.015384615384615385	0.026292725679228746
102	l_s	0.011538461538461539	0.02483201869704937
103	tis	0.0038461538461538464	0.08871360405102736
104	rai	0.015384615384615385	0.015483494011101374
105	ppl	0.011538461538461539	0.0031161748953159995
106	ep1	0.0	0.028435095919758496
107	st_	0.011538461538461539	0.04430811179277437
108	eat	0.007692307692307693	0.09046645242964262
109	ot_	0.026923076923076925	0.0063297302561106245
110	ssa	0.0	0.012075177719349498
111	eas	0.011538461538461539	0.04041289317362937
112	hum	0.019230769230769232	0.05687019183951699
113	e_s	0.011538461538461539	0.021715843801733373
114	ica	0.007692307692307693	0.036225533158048495
115	14_	0.0038461538461538464	0.037588859674749245
116	sol	0.019230769230769232	0.011588275391956374
117	t_m	0.011538461538461539	0.005355925601324374
118	pro	0.0	0.03982861038075762
119	lat	0.015384615384615385	0.028435095919758496
120	e_a	0.03461538461538462	0.010322329340734248
121	ect	0.023076923076923078	0.05375401694420099
122	sub	0.007692307692307693	0.015970396338494498
123	epl	0.0	0.016749440062323498
124	tim	0.0	0.024637257766092123
125	id_	0.007692307692307693	0.031161748953159995
126	unk	0.007692307692307693	0.001460706982179375
127	uma	0.019230769230769232	0.05842827928717499
128	mpl	0.0038461538461538464	0.0323303145389035
129	ool	0.019230769230769232	0.0035056967572304996
130	e_w	0.019230769230769232	0.0033109358262732496
131	der	0.03076923076923077	0.04839809134287662
132	11_	0.007692307692307693	0.045184535982082
133	ive	0.011538461538461539	0.06066802999318337
134	p1_	0.0	0.03768624014022787
135	det	0.007692307692307693	0.0011685655857434998
136	18_	0.0038461538461538464	0.03184341221151037
137	l_c	0.0038461538461538464	0.050248320186970494
138	ort	0.0	0.021034180543382998
139	ic_	0.015384615384615385	0.06154445418249099
140	sis	0.0	0.02122894147434025
141	inf	0.0038461538461538464	0.020060375888596747
142	12_	0.0038461538461538464	0.04372382899990262
143	o/m	0.0038461538461538464	0.0
144	ast	0.007692307692307693	0.061641834647969615
145	fet	0.011538461538461539	0.004869023273931249
146	pre	0.0038461538461538464	0.02989580290193787
147	tic	0.015384615384615385	0.03009056383289512
148	pos	0.0038461538461538464	0.024345116369656247
149	las	0.0	0.04382120946538125
150	rma	0.0038461538461538464	0.02424773590417762
151	eri	0.019230769230769232	0.05979160580387574
152	ase	0.0038461538461538464	0.03749147920927062
153	mor	0.0038461538461538464	0.032038173142467624
154	kid	0.0	0.009445905151426624
155	cyt	0.011538461538461539	0.030187944298373747
156	iso	0.015384615384615385	0.013925406563443373
157	os)	0.0038461538461538464	0.0004869023273931249
158	8x1	0.0038461538461538464	9.738046547862498e-05
159	oty	0.0	0.03866004479501412
160	8x6	0.0038461538461538464	9.738046547862498e-05
161	end	0.019230769230769232	0.01859966890641737
162	und	0.0	0.00954328561690525
163	-2_	0.0	0.025124160093485247
164	trl	0.0	0.013048982374135749
165	ung	0.007692307692307693	0.017528483786152498
166	tal	0.015384615384615385	0.03671243548544162
167	--_	0.0038461538461538464	0.0009738046547862498
168	mix	0.011538461538461539	0.00408997955010225
169	rte	0.0	0.010906612133605999
170	13_	0.0038461538461538464	0.03856266432953549
171	h_c	0.0038461538461538464	0.0065244911870678745
172	0_o	0.007692307692307693	0.0012659460512221248
173	eno	0.0	0.054727821598987245
174	hel	0.0	0.03710195734735612
175	l_r	0.0	0.02074203914694712
176	and	0.026923076923076925	0.022787028921998246
177	orm	0.0038461538461538464	0.02473463823157075
178	bga	0.0038461538461538464	0.0
179	blo	0.0	0.028045574057843997
180	ame	0.007692307692307693	0.18414646022007986
181	r/g	0.0038461538461538464	9.738046547862498e-05
182	t_c	0.015384615384615385	0.029214139643587496
183	ssi	0.007692307692307693	0.013730645632486124
184	k_s	0.0038461538461538464	0.0021423702405297495
185	wt_	0.0	0.027071769403057746
186	-3_	0.0	0.015970396338494498
187	17-	0.0038461538461538464	0.002824033498880125
188	non	0.0	0.02970104197098062
189	rmi	0.007692307692307693	0.0024345116369656247
190	tat	0.007692307692307693	0.03106436848768137
191	ock	0.0	0.025416301489921123
192	ien	0.015384615384615385	0.02911675917810887
193	/fe	0.0038461538461538464	0.0
194	1_b	0.007692307692307693	0.004771642808452625
195	tag	0.0038461538461538464	0.012464699581263998
196	e_c	0.011538461538461539	0.034472684779433244
197	tme	0.0	0.07099035933391762
198	ry_	0.015384615384615385	0.03807576200214237
199	lic	0.011538461538461539	0.02931152010906612
200	d_h	0.007692307692307693	0.009738046547862499
201	ons	0.0	0.014217547959879248
202	bre	0.007692307692307693	0.013048982374135749
203	62_	0.0038461538461538464	0.024052974973220374
204	oll	0.015384615384615385	0.007985198169247249
205	ted	0.019230769230769232	0.06631609699094361
206	ocy	0.011538461538461539	0.02716914986853637
207	n_e	0.0	0.010711851202648748
208	an_	0.019230769230769232	0.06845846723147336
209	e_6	0.015384615384615385	0.0031161748953159995
210	c3_	0.0	0.010711851202648748
211	a/f	0.0038461538461538464	0.0
212	cti	0.0	0.027363910799493622
213	lle	0.011538461538461539	0.007011393514460999
214	y_"	0.0038461538461538464	0.0
215	ixe	0.011538461538461539	0.0025318921024442497
216	anc	0.0038461538461538464	0.04216574155224462
217	mis	0.007692307692307693	0.002824033498880125
218	od_	0.0	0.03145389034959587
219	m_d	0.0	0.004576881877495375
220	ran	0.0	0.02288440938747687
221	bat	0.0	0.00564806699776025
222	man	0.019230769230769232	0.06222611744084137
223	t1_	0.0	0.010419709806212873
224	16_	0.0038461538461538464	0.03963384944980037
225	igh	0.0	0.010906612133605999
226	ter	0.015384615384615385	0.04119193689745837
227	t_f	0.007692307692307693	0.0037978381536663743
228	p_2	0.0	0.009640666082383873
229	d_m	0.03461538461538462	0.014801830752750999
230	oma	0.011538461538461539	0.05667543090855974
231	ato	0.011538461538461539	0.016262537734930374
232	cer	0.0038461538461538464	0.03885480572597137
233	ned	0.007692307692307693	0.0034083162917518746
234	sc-	0.0	0.011880416788392249
235	ant	0.007692307692307693	0.026682247541143247
236	n_g	0.0038461538461538464	0.0031161748953159995
237	onz	0.0038461538461538464	0.0005842827928717499
238	top	0.007692307692307693	0.006232349790631999
239	ian	0.0	0.009445905151426624
240	co/	0.0038461538461538464	9.738046547862498e-05
241	64_	0.007692307692307693	0.016846820527802123
242	abl	0.007692307692307693	0.0037978381536663743
243	ay_	0.0038461538461538464	0.015191352614665497
244	ono	0.011538461538461539	0.029603661505501998
245	ite	0.0038461538461538464	0.006232349790631999
246	poo	0.019230769230769232	0.0035056967572304996
247	a-s	0.0038461538461538464	0.013048982374135749
248	ks_	0.0038461538461538464	0.002824033498880125
249	cal	0.0	0.020352517285032623
250	ova	0.0038461538461538464	0.007790437238289999
251	scl	0.0	0.008472100496640374
252	mol	0.0	0.005745447463238874
253	rou	0.0	0.009348524685947998
254	thy	0.007692307692307693	0.021521082870776122
255	hea	0.007692307692307693	0.024150355438698996
256	2_r	0.0	0.011685655857435
257	kdo	0.0	0.00915376375499075
258	bra	0.007692307692307693	0.013925406563443373
259	yes	0.0	0.004869023273931249
260	upu	0.0038461538461538464	0.00029214139643587495
261	tem	0.007692307692307693	0.020839419612425747
262	1_c	0.0	0.017918005648066997
263	ans	0.0	0.017431103320673873
264	15_	0.0038461538461538464	0.036225533158048495
265	s_(	0.0	0.012659460512221249
266	eq_	0.0	0.0183075275099815
267	tiv	0.0	0.02268964845651962
268	nd_	0.03076923076923077	0.027363910799493622
269	ney	0.0	0.009348524685947998
270	koc	0.0038461538461538464	0.0011685655857434998
271	enc	0.0038461538461538464	0.010419709806212873
272	ing	0.007692307692307693	0.03320673872821112
273	rs_	0.0038461538461538464	0.020060375888596747
274	gro	0.0	0.011490894926477748
275	ver	0.007692307692307693	0.028629856850715747
276	exp	0.0	0.019281332164767746
277	agn	0.0	0.0063297302561106245
278	l_2	0.0	0.011977797253870874
279	don	0.011538461538461539	0.017041581458759374
280	day	0.0038461538461538464	0.022007985198169246
281	on-	0.0	0.014899211218229623
282	aak	0.0038461538461538464	0.00019476093095724997
283	t2_	0.0	0.007985198169247249
284	rom	0.023076923076923078	0.032135553607946246
285	cul	0.0038461538461538464	0.027850813126886746
286	ipl	0.0	0.004576881877495375
287	bes	0.0	0.0023371311714869996
288	nkn	0.007692307692307693	0.0012659460512221248
289	dms	0.007692307692307693	0.02580582335183562
290	e_(	0.007692307692307693	0.008666861427597624
291	cra	0.0	0.0058428279287175
292	ins	0.0	0.013048982374135749
293	r1_	0.0	0.009056383289512124
294	eal	0.007692307692307693	0.022494887525562373
295	so_	0.0	0.02483201869704937
296	nc_	0.0	0.0074009153763754994
297	yea	0.007692307692307693	0.004284740481059499
298	e_m	0.019230769230769232	0.021521082870776122
299	d_t	0.007692307692307693	0.018112766579024248
300	dow	0.0	0.011198753530041874
301	1_l	0.007692307692307693	0.005355925601324374
302	tum	0.0038461538461538464	0.025708442886356996
303	pdx	0.0	0.0023371311714869996
304	nte	0.007692307692307693	0.014801830752750999
305	ial	0.0	0.03953646898432175
306	now	0.007692307692307693	0.0023371311714869996
307	cs_	0.0	0.015483494011101374
308	uec	0.0	9.738046547862498e-05
309	isu	0.0	0.0004869023273931249
310	88_	0.0038461538461538464	0.013828026097964748
311	cte	0.011538461538461539	0.01996299542311812
312	gic	0.0038461538461538464	0.005550686532281624
313	den	0.0	0.015191352614665497
314	ko_	0.0	0.011880416788392249
315	8x9	0.0038461538461538464	0.0
316	ng3	0.0038461538461538464	9.738046547862498e-05
317	l_p	0.0	0.024150355438698996
318	em_	0.0	0.018891810302853248
319	lon	0.011538461538461539	0.016846820527802123
320	s)"	0.0038461538461538464	0.0
321	ali	0.0	0.013438504236050247
322	en_	0.011538461538461539	0.013341123770571624
323	ch_	0.0	0.0081799591002045
324	2-s	0.0	0.0009738046547862498
325	e_1	0.007692307692307693	0.018015386113545622
326	mbe	0.0	0.0033109358262732496
327	col	0.019230769230769232	0.02483201869704937
328	x_v	0.0	0.0008764241893076249
329	52_	0.0038461538461538464	0.019573473561203623
330	r2_	0.0	0.007985198169247249
331	19_	0.0038461538461538464	0.03534910896874087
332	eps	0.0	0.0012659460512221248
333	mso	0.007692307692307693	0.02502677962800662
334	teo	0.0038461538461538464	0.0036030772227091247
335	let	0.0	0.008861622358554875
336	hem	0.0038461538461538464	0.006427110721589249
337	fec	0.0	0.025318921024442498
338	lup	0.0038461538461538464	0.0004869023273931249
339	m_o	0.0	0.0027266530334014998
340	2_w	0.0038461538461538464	0.004479501412016749
341	ac_	0.007692307692307693	0.006621871652546499
342	ole	0.019230769230769232	0.011977797253870874
343	cus	0.0	0.0013633265167007499
344	na-	0.0038461538461538464	0.01616515726945175
345	ure	0.0	0.022007985198169246
346	17_	0.0038461538461538464	0.030869607556724122
347	sit	0.0	0.01616515726945175
348	31_	0.0	0.033109358262732494
349	ia_	0.0	0.018891810302853248
350	ime	0.007692307692307693	0.02473463823157075
351	tud	0.0038461538461538464	0.0013633265167007499
352	t11	0.0038461538461538464	0.008959002824033498
353	min	0.007692307692307693	0.008569480962118998
354	21-	0.0038461538461538464	0.0022397507060083746
355	nce	0.007692307692307693	0.04060765410458662
356	esc	0.007692307692307693	0.018697049371895997
357	iab	0.0	0.0017528483786152498
358	tie	0.007692307692307693	0.019573473561203623
359	nkg	0.0	0.00038952186191449994
360	thr	0.007692307692307693	0.004284740481059499
361	om_	0.015384615384615385	0.025221540558963872
362	jac	0.0	0.0026292725679228747
363	et_	0.0038461538461538464	0.009738046547862499
364	za/	0.0038461538461538464	0.0
365	low	0.0	0.010809231668127374
366	ivo	0.0	0.0013633265167007499
367	a_c	0.0	0.03067484662576687
368	ng4	0.0038461538461538464	9.738046547862498e-05
369	21_	0.0038461538461538464	0.03262245593533937
370	dos	0.007692307692307693	0.0016554679131366248
371	lti	0.0	0.003992599084623624
372	ade	0.0	0.012464699581263998
373	61_	0.0	0.018989190768331873
374	mou	0.011538461538461539	0.00954328561690525
375	10p	0.0	0.0004869023273931249
376	t_a	0.007692307692307693	0.00954328561690525
377	60_	0.0038461538461538464	0.01772324471710975
378	ess	0.0	0.016067776803973123
379	p_3	0.0	0.006914013048982374
380	com	0.0038461538461538464	0.016749440062323498
381	um_	0.0	0.02619534521375012
382	umo	0.0038461538461538464	0.025124160093485247
383	int	0.0	0.018112766579024248
384	1_y	0.0038461538461538464	0.0009738046547862498
385	ivi	0.0	0.006621871652546499
386	28_	0.0038461538461538464	0.028045574057843997
387	sar	0.0038461538461538464	0.008569480962118998
388	x18	0.0038461538461538464	0.00029214139643587495
389	rin	0.007692307692307693	0.008569480962118998
390	nal	0.0	0.0190865712338105
391	ncy	0.0	0.0012659460512221248
392	for	0.0	0.022300126594605122
393	75µ	0.007692307692307693	0.0
394	eth	0.0	0.007498295841854124
395	d_s	0.007692307692307693	0.012756840977699873
396	ind	0.0	0.014704450287272373
397	p_a	0.0	0.0021423702405297495
398	cdp	0.007692307692307693	0.00019476093095724997
399	of_	0.007692307692307693	0.021715843801733373
400	ost	0.007692307692307693	0.02561106242087837
401	r_g	0.0038461538461538464	0.0016554679131366248
402	l2_	0.0	0.0063297302561106245
403	l_w	0.0038461538461538464	0.0030187944298373745
404	hek	0.0	0.013535884701528873
405	dy_	0.0038461538461538464	0.0037004576881877497
406	e_8	0.011538461538461539	0.0022397507060083746
407	app	0.007692307692307693	0.0033109358262732496
408	tc_	0.0038461538461538464	0.0038952186191449994
409	04_	0.0038461538461538464	0.019768234492160874
410	e_3	0.007692307692307693	0.012172558184828123
411	ous	0.011538461538461539	0.015970396338494498
412	l-l	0.0	0.0009738046547862498
413	n_s	0.011538461538461539	0.015386113545622748
414	ide	0.007692307692307693	0.017138961924237996
415	iti	0.0	0.024052974973220374
416	emp	0.0038461538461538464	0.0052585451358457495
417	to_	0.0	0.009251144220469373
418	ges	0.0038461538461538464	0.00954328561690525
419	atc	0.0	0.010127568409776999
420	20µ	0.007692307692307693	0.0
421	/24	0.0	0.00019476093095724997
422	gno	0.0	0.0063297302561106245
423	20_	0.007692307692307693	0.03242769500438212
424	l_h	0.0	0.0054533060668029995
425	ec-	0.0	0.0015580874476579997
426	dro	0.0	0.005940208394196124
427	str	0.007692307692307693	0.022007985198169246
428	at_	0.007692307692307693	0.013438504236050247
429	t41	0.0	0.0007790437238289999
430	24_	0.0038461538461538464	0.033401499659168374
431	e_b	0.007692307692307693	0.012075177719349498
432	0_y	0.0038461538461538464	0.0012659460512221248
433	t_-	0.0	0.0006816632583503749
434	p3_	0.0	0.021910604732690624
435	26_	0.0038461538461538464	0.026682247541143247
436	oup	0.0	0.006037588859674749
437	l_3	0.0	0.007693056772811374
438	alt	0.007692307692307693	0.020060375888596747
439	is_	0.0	0.02268964845651962
440	er2	0.0	0.0012659460512221248
441	esh	0.0	0.0018502288440938749
442	ext	0.0	0.004869023273931249
443	re_	0.0038461538461538464	0.02833771545427987
444	4_o	0.007692307692307693	0.0012659460512221248
445	osi	0.0	0.015775635407537247
446	m_c	0.0	0.020839419612425747
447	3_d	0.0	0.00564806699776025
448	mon	0.0	0.02132632193981887
449	sc_	0.007692307692307693	0.019183951699289124
450	old	0.011538461538461539	0.0036030772227091247
451	ipt	0.007692307692307693	0.007790437238289999
452	arc	0.0038461538461538464	0.027461291264972248
453	lid	0.0038461538461538464	0.0012659460512221248
454	lut	0.007692307692307693	0.0023371311714869996
455	ign	0.0	0.0037978381536663743
456	ll/	0.0038461538461538464	0.00019476093095724997
457	dia	0.0	0.015191352614665497
458	t_3	0.0	0.009056383289512124
459	53_	0.0	0.021715843801733373
460	bl6	0.007692307692307693	0.00019476093095724997
461	32_	0.007692307692307693	0.024539877300613498
462	ste	0.011538461538461539	0.027558671730450873
463	65_	0.0038461538461538464	0.018891810302853248
464	49_	0.0	0.028240334988801248
465	th_	0.007692307692307693	0.03457006524491187
466	mir	0.0	0.009056383289512124
467	ren	0.0	0.022300126594605122
468	ior	0.007692307692307693	0.0026292725679228747
469	ave	0.0	0.0009738046547862498
470	gfp	0.0	0.010322329340734248
471	23_	0.007692307692307693	0.027266530334014997
472	25_	0.0038461538461538464	0.029408900574544747
473	olo	0.015384615384615385	0.022787028921998246
474	ula	0.0	0.02122894147434025
475	ey_	0.0	0.009835427013341124
476	b-2	0.0	0.007693056772811374
477	su_	0.0	0.0011685655857434998
478	iom	0.0	0.015191352614665497
479	az_	0.0	0.0006816632583503749
480	res	0.0	0.03242769500438212
481	55_	0.0	0.019670854026682248
482	tur	0.0	0.02132632193981887
483	cat	0.0	0.02346869218034862
484	the	0.011538461538461539	0.034862206641347745
485	ete	0.007692307692307693	0.0052585451358457495
486	ood	0.0	0.029019378712630245
487	vid	0.0	0.014314928425357873
488	t1-	0.0	0.001460706982179375
489	-28	0.0038461538461538464	0.0026292725679228747
490	sic	0.0	0.007011393514460999
491	mb_	0.0	0.0012659460512221248
492	46_	0.0	0.0198656149576395
493	xpr	0.0	0.013633265167007498
494	n_n	0.0038461538461538464	0.007887817703768623
495	avz	0.0	9.738046547862498e-05
496	rl_	0.0	0.010809231668127374
497	e_d	0.015384615384615385	0.010614470737170124
498	f_1	0.0	0.0030187944298373745
499	tib	0.0	0.0037978381536663743
500	34_	0.0	0.022007985198169246
501	a2_	0.0	0.007985198169247249
502	whi	0.0038461538461538464	0.0026292725679228747
503	nta	0.0	0.016262537734930374
504	2hd	0.0	9.738046547862498e-05
505	t3_	0.0	0.007693056772811374
506	som	0.0	0.006621871652546499
507	lex	0.0	0.0024345116369656247
508	g49	0.0038461538461538464	0.00019476093095724997
509	ist	0.007692307692307693	0.013146362839614373
510	oun	0.0038461538461538464	0.008374720031161749
511	d_2	0.0	0.007011393514460999
512	r_2	0.0	0.011393514460999123
513	ow_	0.0	0.014412308890836499
514	nes	0.0	0.006914013048982374
515	69_	0.0	0.018112766579024248
516	dty	0.0	0.0030187944298373745
517	ise	0.0038461538461538464	0.02424773590417762
518	e_f	0.026923076923076925	0.012464699581263998
519	uct	0.0	0.005355925601324374
520	5_r	0.0	0.005063784204888499
521	ays	0.0	0.009056383289512124
522	pan	0.0038461538461538464	0.013048982374135749
523	n_2	0.0	0.0037978381536663743
524	01_	0.0038461538461538464	0.025221540558963872
525	equ	0.0	0.0037004576881877497
526	(os	0.0038461538461538464	0.00019476093095724997
527	per	0.0	0.02502677962800662
528	s_a	0.0038461538461538464	0.009348524685947998
529	2_o	0.0038461538461538464	0.0027266530334014998
530	0_c	0.0	0.006719252118025124
531	ty_	0.0	0.012269938650306749
532	3_b	0.0038461538461538464	0.0038952186191449994
533	t_r	0.0	0.011003992599084623
534	50u	0.0	0.00029214139643587495
535	raf	0.0	0.007011393514460999
536	cin	0.007692307692307693	0.026292725679228746
537	bje	0.007692307692307693	0.0074009153763754994
538	hhe	0.0	0.00038952186191449994
539	n2_	0.0	0.004284740481059499
540	ep3	0.0	0.0198656149576395
541	30_	0.0	0.026779628006621873
542	iag	0.0	0.007011393514460999
543	202	0.007692307692307693	0.007011393514460999
544	x12	0.0038461538461538464	0.0007790437238289999
545	e_2	0.015384615384615385	0.01782062518258837
546	ibo	0.0	0.004771642808452625
547	ogr	0.0	0.007498295841854124
548	7_y	0.0038461538461538464	0.0004869023273931249
549	29_	0.0	0.026292725679228746
550	5_n	0.0	0.004284740481059499
551	cta	0.0038461538461538464	0.008959002824033498
552	scr	0.007692307692307693	0.017431103320673873
553	i_s	0.0	0.0026292725679228747
554	ubj	0.007692307692307693	0.007595676307332749
555	vai	0.0	0.00038952186191449994
556	orr	0.0	0.0010711851202648748
557	93_	0.0038461538461538464	0.017625864251631124
558	le2	0.011538461538461539	0.0013633265167007499
559	opo	0.0	0.0038952186191449994
560	rot	0.0	0.007887817703768623
561	dc_	0.0	0.00993280747881975
562	atu	0.0038461538461538464	0.013243743305092998
563	t_2	0.0	0.011977797253870874
564	riv	0.011538461538461539	0.026779628006621873
565	lla	0.0	0.007011393514460999
566	erm	0.011538461538461539	0.0112961339955205
567	x_2	0.0	0.0018502288440938749
568	ndl	0.0	0.00038952186191449994
569	n_1	0.0	0.0052585451358457495
570	wn_	0.007692307692307693	0.014704450287272373
571	s_r	0.0	0.00915376375499075
572	cd8	0.0	0.005063784204888499
573	etf	0.0038461538461538464	9.738046547862498e-05
574	ax_	0.0	0.0005842827928717499
575	lym	0.0	0.010127568409776999
576	ith	0.015384615384615385	0.043236926672509494
577	nfe	0.0038461538461538464	0.017528483786152498
578	5_m	0.0	0.004284740481059499
579	pat	0.015384615384615385	0.030382705229330995
580	r_p	0.0	0.007790437238289999
581	dbg	0.0038461538461538464	0.0
582	ar(	0.007692307692307693	0.00019476093095724997
583	ld_	0.011538461538461539	0.010419709806212873
584	cto	0.0	0.010030187944298373
585	x30	0.0	0.00038952186191449994
586	16a	0.0	0.0009738046547862498
587	8x4	0.0038461538461538464	9.738046547862498e-05
588	yte	0.011538461538461539	0.025318921024442498
589	orx	0.007692307692307693	0.0
590	hco	0.0	0.001460706982179375
591	sio	0.0	0.015386113545622748
592	tar	0.011538461538461539	0.008959002824033498
593	cem	0.0	0.0004869023273931249
594	%_2	0.007692307692307693	0.0
595	mk-	0.007692307692307693	9.738046547862498e-05
596	100	0.007692307692307693	0.018794429837374622
597	x21	0.0038461538461538464	0.0004869023273931249
598	mic	0.0038461538461538464	0.015678254942058625
599	t-2	0.0	0.0038952186191449994
600	8x7	0.0038461538461538464	0.0
601	loo	0.0	0.027656052195929495
602	reb	0.0	0.0037004576881877497
603	arg	0.011538461538461539	0.008374720031161749
604	yst	0.0038461538461538464	0.00408997955010225
605	uts	0.0	0.0004869023273931249
606	mcf	0.0	0.011393514460999123
607	oin	0.0	0.008666861427597624
608	128	0.0	0.008959002824033498
609	c_(	0.0	0.002044989775051125
610	ome	0.0	0.015580874476579997
611	39_	0.0	0.021521082870776122
612	clo	0.007692307692307693	0.006232349790631999
613	ve_	0.0	0.024442496835134872
614	lia	0.0	0.025318921024442498
615	ref	0.0	0.0021423702405297495
616	r_o	0.011538461538461539	0.0025318921024442497
617	er/	0.0038461538461538464	9.738046547862498e-05
618	ipf	0.0	0.0008764241893076249
619	dut	0.0	0.00019476093095724997
620	g+d	0.0	9.738046547862498e-05
621	msc	0.0	0.0034083162917518746
622	68h	0.007692307692307693	0.00019476093095724997
623	m1_	0.0	0.005745447463238874
624	moc	0.0	0.010224948875255624
625	lwa	0.0	0.00029214139643587495
626	p5-	0.0	0.0006816632583503749
627	ts_	0.007692307692307693	0.017138961924237996
628	phe	0.0	0.016846820527802123
629	013	0.0038461538461538464	0.007303534910896874
630	ble	0.007692307692307693	0.009056383289512124
631	eks	0.0038461538461538464	0.0022397507060083746
632	t_d	0.007692307692307693	0.008374720031161749
633	bod	0.0	0.0032135553607946245
634	d_b	0.0	0.010517090271691499
635	r_3	0.0	0.007693056772811374
636	liv	0.007692307692307693	0.011977797253870874
637	tto	0.0	0.00029214139643587495
638	lor	0.0038461538461538464	0.006232349790631999
639	i7_	0.0	0.0005842827928717499
640	you	0.0038461538461538464	0.0011685655857434998
641	d_1	0.0	0.007595676307332749
642	2µm	0.007692307692307693	9.738046547862498e-05
643	ris	0.0	0.005940208394196124
644	-ct	0.0	0.0015580874476579997
645	mpu	0.0	0.0005842827928717499
